acronym,x,y,gc1,gc2,gc3,gc4,bio1,bio2,bio3,bio4,bio8,bio12,bio15,bio18
ala,2878183.956886026,2008949.4540483675,0.0334,0.1987,0.0741,0.6937,16.825000000000003,12.7666666666667,0.413160733549083,6.54586962067754,13.149999999999999,503.6,52.2853975084908,46
alr,3423615.793309835,1839602.782908904,0.2161,0.3896,0.13,0.2642,16.995833333333298,11.3416666666667,0.432888040712468,5.64400157582179,14.1166666666667,701.8000000000001,55.0034038231039,103.10000000000001
alo,2838230.914291528,2062376.2077010665,0.6505,0.0375,0.0475,0.2645,13.2708333333333,12.5916666666667,0.40357905982906,6.50787838397477,6.7,1181.7,55.426176632194704,90.19999999999999
adv,3432926.7047278034,1931639.2564290233,0.0723,0.7759,0.0889,0.0629,14.179166666666701,11.1083333333333,0.403939393939394,5.96780979823241,15.1,596,35.7727955469086,124.1
alu,2922223.329851873,1934733.0594170887,0.0932,0.0785,0.0231,0.8052,15.8,11.0333333333333,0.36900780379041204,6.79535269002413,9,631.1999999999999,58.9309952252495,39.1
ade,3172160.3678169632,2147959.1425442854,0.5624,0.2914,0.0241,0.1222,10.741666666666701,12.6666666666667,0.405982905982906,6.52480697496915,6.983333333333331,510.90000000000003,31.204785037180297,81.6
all,2860660.7170765176,2294138.1721695545,0.7172,0.0501,0.1266,0.1061,13.362499999999999,12.424999999999999,0.491106719367589,4.55851476011451,8.28333333333333,763.1,60.2584669698124,56.8
ald,3028068.8018271807,1863878.521189178,0.2168,0.0262,0.1805,0.5765,16.7458333333333,12.2083333333333,0.390042598509052,6.8973136514197,9.81666666666667,613.6999999999999,51.4590770120952,51.3
alm,3432720.2568311538,1926302.3019332378,0.0328,0.8153,0.1099,0.0419,13.487499999999999,11.075,0.404197080291971,5.9822512104938,14.450000000000001,601.1999999999999,38.8513539053894,121.1
amu,3249451.7870594542,2231683.543686605,0.3671,0.3218,0.0201,0.2911,10.420833333333299,10.875,0.407303370786517,5.69135941315403,11.75,817.2,25.8863067339753,131.5
ang,3709715.7907964913,2122669.1048407378,0.2612,0.3426,0.0324,0.3638,14.1083333333333,11.0333333333333,0.410161090458488,5.80026775766482,15.116666666666701,864.4,20.8127408394269,186.4
ara,3184733.1469434127,2169859.8610852333,0.7817,0.1496,0.031,0.0377,11.5041666666667,12.9083333333333,0.421840958605664,6.34606027867732,13.316666666666702,457.2,28.4694411946923,78.8
aru,3696033.805100939,2109946.7041688454,0.2264,0.3857,0.0113,0.3765,12.933333333333298,10.3666666666667,0.394169835234474,5.74932143558672,13.9333333333333,930.6999999999999,20.9236291754217,217.60000000000002
are,3086610.243167755,2109886.230249459,0.7078,0.227,0.026,0.0391,12.0166666666667,12.6,0.405144694533762,6.55932138027227,8.21666666666667,410.3,29.322993154862502,70.4
adc,3097813.6901365486,1855432.380017175,0.1997,0.0265,0.4699,0.304,14.5541666666667,12.975000000000001,0.400462962962963,6.972232534500799,10.4833333333333,452.8,43.1412771184963,45.5
adm,3064672.341035312,1904512.147691947,0.0209,0.0479,0.0491,0.8821,14.566666666666702,12.8166666666667,0.38956433637284704,7.1086801400353705,7.35,629.9,56.076945681965896,48.7
aul,3134906.433246313,2045915.1899678798,0.3587,0.2365,0.0874,0.3174,13.0458333333333,12.225,0.390575079872204,6.783183026404121,9.06666666666667,632.6,43.4327985080685,66
ave,3179129.151685222,2200964.8006681926,0.5857,0.2374,0.0351,0.1418,11.054166666666701,12.2916666666667,0.413860830527497,6.30261339493869,7.4,515.2,30.406638832924997,84.7
aya,3246705.3090197737,2220934.658732007,0.6514,0.2231,0.0218,0.1037,9.525,10.9166666666667,0.39841849148418496,5.90094368416073,10.8,879.2,33.3472906073368,125.3
pan,3483758.9548249505,2240805.7889902983,0.0624,0.8837,0.0294,0.0245,6.7166666666666694,9.31666666666667,0.37118193891102297,5.64182164864785,1.5333333333333299,1673.8999999999999,28.045339613696896,279.5
bad,2865975.04995242,2222180.3431352125,0.0149,0.0731,0.8932,0.0187,12.9375,11.875,0.42715827338129503,5.66123681475411,7.16666666666667,961.5999999999999,54.4040806813117,74.9
bar,3661875.4309898685,2071208.8627062088,0.2765,0.5205,0.0142,0.1888,14.7833333333333,8.100000000000001,0.34468085106383,5.64910826966737,15.7166666666667,715.8,29.3036531967999,161.9
bea,2951345.258985157,1631447.544760387,0.028,0.0134,0.0176,0.941,17.3833333333333,8.88333333333333,0.364071038251366,5.44819959141355,12.2333333333333,996.5,77.1041631273075,39.5
ben,3213120.733597938,1790749.5903547911,0.3714,0.1359,0.0333,0.4594,15.1125,11.858333333333299,0.377653927813163,6.993929998089899,7.18333333333333,759.2,47.3663248201657,68
ber,3453464.1765271127,2217691.700037163,0.1255,0.823,0.0181,0.0333,9.71666666666667,11.366666666666701,0.39467592592592604,6.214547936946509,6.5,834.4,22.2328924597005,159.8
bes,3108482.0064677713,2321108.592457932,0.4974,0.1457,0.3157,0.0411,7.06666666666667,11.9166666666667,0.427120669056153,5.46236434544825,1.9,1358.1999999999998,43.39171004897621,143.3
bis,3542661.311758218,2202695.1333595812,0.0449,0.8948,0.0177,0.0425,7.262499999999999,12.4416666666667,0.403950216450217,6.43704212846524,9.200000000000001,1109.1,18.6876863896812,286.1
boa,3144127.769841835,2030295.4187757429,0.4103,0.4266,0.0988,0.0643,13.6125,12.4083333333333,0.392668776371308,6.87604950667037,9.53333333333333,514.9,39.3727989474421,64.2
bob,3050517.1122705867,2388379.213241333,0.6795,0.1484,0.0343,0.1377,12.6125,10.525,0.471973094170404,4.32897872692646,8.48333333333333,1264.3000000000002,26.977845381001,208.70000000000002
bdm,3142186.9789886978,2074430.463547127,0.0088,0.0157,0.9669,0.0086,5.59583333333333,8.65833333333333,0.312575210589651,6.66709894431853,-0.616666666666667,1322,40.4821624515215,141.1
bon,2868670.859597222,1688963.9496417502,0.0127,0.0268,0.9242,0.0363,18.1833333333333,11.799999999999999,0.445283018867925,5.263525146676599,13,563.6999999999999,72.4798701776609,24.4
bor,2955780.7666579285,2306404.6703426233,0.737,0.0432,0.0871,0.1327,11.5625,12.5583333333333,0.43304597701149405,5.68791082432333,4.88333333333333,828.1,42.9131950522924,94.9
bos,3559068.4601297644,2233360.595273311,0.4503,0.0961,0.0173,0.4363,9.70833333333333,11.5666666666667,0.43320848938826495,5.5089940235505,11.1166666666667,973.5,16.0981621497844,212.8
brv,3155157.081361247,2326428.674139847,0.394,0.1829,0.3934,0.0297,5.429166666666671,11.241666666666701,0.43071519795657703,5.16924727830295,0.8,1080.4,32.7301731721345,145.29999999999998
bra,3000538.6519331746,2296855.328410767,0.6903,0.0161,0.0436,0.25,10.016666666666701,12,0.427046263345196,5.75102098972369,4.21666666666667,658,36.4365784058173,91.5
buj,3305707.9351783767,2258213.1812262135,0.5798,0.133,0.0201,0.267,11.4083333333333,10.733333333333299,0.401997503121099,5.732635175955821,5.6000000000000005,812.3000000000001,30.7260760866846,118.2
bur,3071842.472332134,2047429.9465554361,0.769,0.0239,0.1784,0.0288,12.7083333333333,12.483333333333299,0.398828541001065,6.701995406163929,5.96666666666667,623.4000000000001,48.397551382449706,54.6
bus,3135297.0989372227,1647445.6794452127,0.446,0.2064,0.1439,0.2037,11.712499999999999,12.258333333333301,0.41980593607305894,6.099669327848099,5.8999999999999995,643.1999999999999,67.216485610298,26.9
can,3071868.477699932,1930537.4316212393,0.0382,0.0165,0.9338,0.0115,13.7541666666667,13.075000000000001,0.398628048780488,7.03693044952948,6.73333333333333,669.7,51.4282729280891,59
cab,3684448.8474971987,2080610.0104422474,0.3463,0.4889,0.0211,0.1437,14.4541666666667,9.675,0.385458167330677,5.6734011898160395,15.600000000000001,607.6,31.2876485389555,152.89999999999998
cal,3363304.175944417,2054558.4097188734,0.0733,0.4469,0.4549,0.0249,10.8666666666667,13.45,0.41512345679012297,6.75386533547249,12.633333333333301,456.8,30.5133754473194,108.6
cdl,3031842.896720623,2338397.736657733,0.4183,0.1381,0.2103,0.2333,8.48333333333333,11.75,0.435185185185185,5.37956289764298,3.1666666666666696,946.7,42.908618341066706,116.30000000000001
cae,3335429.7364361556,2045868.4407830583,0.2111,0.6869,0.0789,0.0231,10.0208333333333,13.0416666666667,0.39882772680937806,6.9106129952195205,11.8166666666667,474.6,34.8189082250668,105.39999999999999
